issue_date,issue_time,address
2025-11-03,06:45:00,3795 24TH ST
2025-11-03,06:45:00,3350 17TH ST
2025-11-03,06:44:00,736 POST ST
2025-11-03,06:41:00,227 TAYLOR ST
2025-11-03,06:41:00,738 POST ST
2025-11-03,06:39:00,725 HYDE ST
2025-11-03,06:35:00,1652 EDDY ST
2025-11-03,06:30:00,223 HYDE ST
2025-11-03,06:30:00,570 JESSIE ST
2025-11-03,06:29:00,560 JESSIE ST
2025-11-03,06:29:00,3555 20TH ST
2025-11-03,06:28:00,309 HYDE ST
2025-11-03,06:27:00,1506 STEINER ST
2025-11-03,06:26:00,333 BROADWAY
2025-11-03,06:20:00,1841 GROVE ST
2025-11-03,06:19:00,55 OCEAN AVE
2025-11-03,06:16:00,59 PERRY ST
2025-11-03,06:12:00,554 JONES ST
2025-11-03,06:09:00,345 LEAVENWORTH ST
2025-11-03,06:08:00,241 LEAVENWORTH ST
2025-11-03,04:28:00,230 07TH ST
2025-11-03,04:15:00,250 12TH ST
2025-11-03,04:11:00,356 12TH ST
2025-11-03,04:04:00,36 HOFF ST
2025-11-03,04:03:00,751 BROADWAY
2025-11-03,03:13:00,1395 UNDERWOOD AVE
2025-11-03,03:12:00,1375 UNDERWOOD AVE
2025-11-03,03:11:00,1311 UNDERWOOD AVE
2025-11-03,03:05:00,16 FELL ST
2025-11-03,02:54:00,4910 03RD ST
2025-11-03,02:45:00,1640 VAN NESS AVE
2025-11-03,02:42:00,1001 TENNESSEE ST
2025-11-03,02:40:00,1088 MINNESOTA ST
2025-11-03,02:23:00,421 MASON ST
2025-11-03,02:20:00,2160 MARKET ST
2025-11-03,02:17:00,340 POST ST
2025-11-03,02:09:00,430 CLAY ST
2025-11-03,02:09:00,148 FELL ST
2025-11-03,02:08:00,578 BUSH ST
2025-11-03,02:07:00,432 GEARY ST
2025-11-03,01:09:00,670 TEXAS ST
2025-11-03,01:08:00,642 TEXAS ST
2025-11-03,01:08:00,605 INDIANA ST
2025-11-03,01:07:00,640 TEXAS ST
2025-11-03,01:04:00,801 PENNSYLVANIA AVE
2025-11-03,01:02:00,905 PENNSYLVANIA AVE
2025-11-03,01:01:00,190 09TH ST
2025-11-03,00:50:00,89 GOUGH ST
2025-11-03,00:47:00,51 HENRY ADAMS ST
2025-11-03,00:44:00,360 BRANNAN ST
2025-11-03,00:35:00,1390 04TH ST
2025-11-03,00:30:00,1200 04TH ST
2025-11-03,00:30:00,120 TEHAMA ST
2025-11-03,00:26:00,1744 HARRISON ST
2025-11-03,00:24:00,630 FOLSOM ST
2025-11-03,00:15:00,754 EMBARCADERO SOUTH
2025-11-03,00:14:00,528 BRYANT ST
2025-11-03,00:14:00,528 BRYANT ST
2025-11-03,00:13:00,48 COLIN P KELLY JR ST
2025-11-03,00:13:00,22 HAWTHORNE ST
2025-11-03,00:08:00,510 07TH ST
2025-11-03,00:07:00,540 MINNA ST
2025-11-03,00:02:00,900 BRYANT ST
2025-11-02,22:42:00,560 NATOMA ST
2025-11-02,22:33:00,1546 20TH AVE
2025-11-02,22:30:00,2901 25TH ST
2025-11-02,21:55:00,272 ST CHARLES AVE
2025-11-02,21:52:00,1633 UNION ST
2025-11-02,20:59:00,704 EMBARCADERO SOUTH
2025-11-02,20:59:00,501 14TH ST
2025-11-02,20:46:00,75 WHITTIER ST
2025-11-02,20:31:00,704 EMBARCADERO NORTH
2025-11-02,20:30:00,400 10TH AVE
2025-11-02,20:29:00,1798 NORTH POINT ST
2025-11-02,20:05:00,1431 10TH AVE
2025-11-02,19:59:00,103 EMBARCADERO SOUTH
2025-11-02,19:58:00,126 17TH AVE
2025-11-02,19:54:00,166 EMBARCADERO SOUTH
2025-11-02,19:54:00,126 17TH AVE
2025-11-02,19:52:00,160 EMBARCADERO SOUTH
2025-11-02,19:51:00,2400 LARKIN ST
2025-11-02,19:51:00,1535 48TH AVE
2025-11-02,19:48:00,744 OAK ST
2025-11-02,19:48:00,87 EMBARCADERO SOUTH
2025-11-02,19:47:00,230 CERVANTES BLVD
2025-11-02,19:45:00,1149 SILVER AVE
2025-11-02,19:45:00,501 MADRID ST
2025-11-02,19:44:00,99 EMBARCADERO SOUTH
2025-11-02,19:42:00,700 CHURCH ST
2025-11-02,19:40:00,713 LYON ST
2025-11-02,19:40:00,102 EMBARCADERO SOUTH
2025-11-02,19:39:00,102 EMBARCADERO SOUTH
2025-11-02,19:38:00,102 EMBARCADERO SOUTH
2025-11-02,19:35:00,4 EMBARCADERO SOUTH
2025-11-02,19:34:00,4 EMBARCADERO SOUTH
2025-11-02,19:32:00,3 EMBARCADERO NORTH
2025-11-02,19:31:00,3 EMBARCADERO NORTH
2025-11-02,19:29:00,3 EMBARCADERO NORTH
2025-11-02,19:28:00,841 26TH AVE
2025-11-02,19:28:00,3 EMBARCADERO NORTH
2025-11-02,19:26:00,24 HARTFORD ST
2025-11-02,19:25:00,175 ALHAMBRA ST
2025-11-02,19:25:00,175 ALHAMBRA ST
2025-11-02,19:25:00,3 EMBARCADERO NORTH
2025-11-02,19:24:00,1848 FRANKLIN ST
2025-11-02,19:23:00,103 EMBARCADERO NORTH
2025-11-02,19:20:00,303 EMBARCADERO NORTH
2025-11-02,19:19:00,303 EMBARCADERO NORTH
2025-11-02,19:16:00,1750 BEACH ST
2025-11-02,19:16:00,403 EMBARCADERO NORTH
2025-11-02,19:15:00,403 EMBARCADERO NORTH
2025-11-02,19:14:00,205 CLIPPER ST
2025-11-02,19:13:00,526 NOE ST
2025-11-02,19:11:00,1272 BROADWAY
2025-11-02,19:11:00,403 EMBARCADERO NORTH
2025-11-02,19:10:00,627 UNIVERSITY ST
2025-11-02,19:06:00,531 ARBALLO DR
2025-11-02,19:05:00,809 DWIGHT ST
2025-11-02,19:05:00,530 ARBALLO DR
2025-11-02,19:03:00,704 EMBARCADERO NORTH
2025-11-02,19:01:00,704 EMBARCADERO NORTH
2025-11-02,19:01:00,460 DWIGHT ST
2025-11-02,18:59:00,1100 CAPP ST
2025-11-02,18:59:00,704 EMBARCADERO NORTH
2025-11-02,18:59:00,977 GUERRERO ST
2025-11-02,18:57:00,1098 CAPP ST
2025-11-02,18:56:00,112 EMBARCADERO SOUTH
2025-11-02,18:54:00,114 EMBARCADERO SOUTH
2025-11-02,18:53:00,116 EMBARCADERO SOUTH
2025-11-02,18:51:00,1940 LAGUNA ST
2025-11-02,18:50:00,132 EMBARCADERO SOUTH
2025-11-02,18:49:00,133 EMBARCADERO SOUTH
2025-11-02,18:48:00,140 EMBARCADERO SOUTH
2025-11-02,18:47:00,144 EMBARCADERO SOUTH
2025-11-02,18:45:00,146 EMBARCADERO SOUTH
2025-11-02,18:44:00,148 EMBARCADERO SOUTH
2025-11-02,18:41:00,3575 KEITH ST
2025-11-02,18:39:00,3575 KEITH ST
2025-11-02,18:38:00,305 SANTA ROSA AVE
2025-11-02,18:37:00,305 SANTA ROSA AVE
2025-11-02,18:35:00,187 EMBARCADERO SOUTH
2025-11-02,18:28:00,403 EMBARCADERO SOUTH
2025-11-02,18:21:00,140 ANZA ST
2025-11-02,18:21:00,44 REGENT ST
2025-11-02,18:19:00,434 MINNA ST
2025-11-02,18:18:00,375 06TH AVE
2025-11-02,18:17:00,38 LYON ST
2025-11-02,18:16:00,434 MINNA ST
2025-11-02,18:10:00,152 COLEMAN ST
2025-11-02,17:54:00,1385 HAMPSHIRE ST
2025-11-02,17:53:00,3570 18TH ST
2025-11-02,17:52:00,1385 HAMPSHIRE ST
2025-11-02,17:40:00,205 WATERVILLE ST
2025-11-02,17:38:00,204 WATERVILLE ST
2025-11-02,17:29:00,1760 BUSH ST
2025-11-02,17:24:00,620 02ND AVE
2025-11-02,17:06:00,2101 CALIFORNIA ST
2025-11-02,17:04:00,3365 19TH ST
2025-11-02,16:59:00,99 SOMERSET ST
2025-11-02,16:58:00,1998 OCTAVIA ST
2025-11-02,16:55:00,115 MONTEREY BLVD
2025-11-02,16:55:00,320 BUENA VISTA AVE EAST
2025-11-02,16:41:00,1535 PAGE ST
2025-11-02,16:40:00,1535 PAGE ST
2025-11-02,16:38:00,1254 11TH AVE
2025-11-02,16:36:00,2355 PACIFIC AVE
2025-11-02,16:23:00,160 RICHLAND AVE
2025-11-02,16:18:00,1099 MONTGOMERY ST
2025-11-02,16:17:00,33 EMBARCADERO NORTH
2025-11-02,16:16:00,3 EMBARCADERO NORTH
2025-11-02,16:04:00,2506 MASON ST
2025-11-02,16:03:00,430 MAIN ST
2025-11-02,15:53:00,154 ARGUELLO BLVD
2025-11-02,15:49:00,364 NORTH POINT ST
2025-11-02,15:46:00,1385 32ND AVE
2025-11-02,15:42:00,204 EMBARCADERO SOUTH
2025-11-02,15:40:00,115 BAY ST
2025-11-02,15:36:00,2899 MCALLISTER ST
2025-11-02,15:35:00,1880 POST ST
2025-11-02,15:32:00,2480 FULTON ST
2025-11-02,15:32:00,2480 FULTON ST
2025-11-02,15:31:00,505 EMBARCADERO NORTH
2025-11-02,15:29:00,505 EMBARCADERO NORTH
2025-11-02,15:09:00,826 COLE ST
2025-11-02,15:00:00,326 MADRID ST
2025-11-02,14:59:00,156 TIFFANY AVE
2025-11-02,14:57:00,450 SCOTT ST
2025-11-02,14:56:00,568 SAN JOSE AVE
2025-11-02,14:55:00,2703 JONES ST
2025-11-02,14:55:00,4 EMBARCADERO SOUTH
2025-11-02,14:54:00,4 EMBARCADERO SOUTH
2025-11-02,14:49:00,519 DOLORES ST
2025-11-02,14:46:00,7 HOLLADAY AVE
2025-11-02,14:46:00,2705 LEAVENWORTH ST
2025-11-02,14:44:00,2705 LEAVENWORTH ST
2025-11-02,14:41:00,1303 COLUMBUS AVE
2025-11-02,14:37:00,1303 COLUMBUS AVE
2025-11-02,14:35:00,157 FOLSOM ST
2025-11-02,14:34:00,2440 23RD AVE
2025-11-02,14:33:00,31 PARADISE AVE
2025-11-02,14:27:00,2675 21ST AVE
2025-11-02,14:26:00,323 BAY ST
2025-11-02,14:24:00,504 JEFFERSON ST
2025-11-02,14:21:00,398 BAY ST
2025-11-02,14:18:00,394 BAY ST
2025-11-02,14:14:00,1527 32ND AVE
2025-11-02,14:14:00,560 GROVE ST
2025-11-02,14:14:00,560 GROVE ST
2025-11-02,14:10:00,1587 GRANT AVE
2025-11-02,14:07:00,1203 EMBARCADERO NORTH
2025-11-02,14:05:00,1261 EMBARCADERO NORTH
2025-11-02,14:04:00,355 BAY ST
2025-11-02,14:03:00,1203 EMBARCADERO NORTH
2025-11-02,14:02:00,829 HAMPSHIRE ST
2025-11-02,14:01:00,311 CAPITOL AVE
2025-11-02,13:59:00,1330 EMBARCADERO NORTH
2025-11-02,13:58:00,1304 EMBARCADERO NORTH
2025-11-02,13:57:00,2290 STOCKTON ST
2025-11-02,13:56:00,205 SAGAMORE ST
2025-11-02,13:50:00,33 LAPU LAPU ST
2025-11-02,13:48:00,401 CAPITOL AVE
2025-11-02,13:45:00,555 BEACH ST
2025-11-02,13:40:00,64 HARRIET ST
2025-11-02,13:39:00,1203 COLUMBUS AVE
2025-11-02,13:37:00,1203 COLUMBUS AVE
2025-11-02,13:36:00,1211 COLUMBUS AVE
2025-11-02,13:35:00,1203 COLUMBUS AVE
2025-11-02,13:34:00,1206 COLUMBUS AVE
2025-11-02,13:31:00,2604 JONES ST
2025-11-02,13:29:00,362 BEACH ST
2025-11-02,13:26:00,366 BEACH ST
2025-11-02,13:22:00,620 ARGUELLO BLVD
2025-11-02,13:21:00,744 OAK ST
2025-11-02,13:21:00,620 ARGUELLO BLVD
2025-11-02,13:20:00,620 ARGUELLO BLVD
2025-11-02,13:19:00,620 ARGUELLO BLVD
2025-11-02,13:19:00,898 SARGENT ST
2025-11-02,13:19:00,601 CRESCENT AVE
2025-11-02,13:19:00,4637 25TH ST
2025-11-02,13:17:00,620 ARGUELLO BLVD
2025-11-02,13:06:00,2101 23RD ST
2025-11-02,13:04:00,553 BEACH ST
2025-11-02,12:59:00,2304 STOCKTON ST
2025-11-02,12:59:00,2320 STOCKTON ST
2025-11-02,12:53:00,204 EMBARCADERO SOUTH
2025-11-02,12:51:00,798 DWIGHT ST
2025-11-02,12:48:00,75 DE LONG ST
2025-11-02,12:48:00,102 EMBARCADERO SOUTH
2025-11-02,12:48:00,154 ARGUELLO BLVD
2025-11-02,12:46:00,2311 POWELL ST
2025-11-02,12:46:00,198 RUSS ST
2025-11-02,12:43:00,4 NORTH POINT ST
2025-11-02,12:42:00,1296 HOLLISTER AVE
2025-11-02,12:41:00,1298 HOLLISTER AVE
2025-11-02,12:38:00,2307 POWELL ST
2025-11-02,12:36:00,1215 EMBARCADERO NORTH
2025-11-02,12:35:00,2305 POWELL ST
2025-11-02,12:35:00,558 MINNA ST
2025-11-02,12:34:00,2603 TAYLOR ST
2025-11-02,12:33:00,382 LEXINGTON ST
2025-11-02,12:32:00,2703 TAYLOR ST
2025-11-02,12:31:00,15 BELLE AVE
2025-11-02,12:28:00,57 BELLES ST
2025-11-02,12:26:00,804 EMBARCADERO NORTH
2025-11-02,12:26:00,830 EMBARCADERO NORTH
2025-11-02,12:22:00,460 BEACH ST
2025-11-02,12:20:00,3740 25TH ST
2025-11-02,12:20:00,1463 HAIGHT ST
2025-11-02,12:19:00,1467 HAIGHT ST
2025-11-02,12:19:00,561 EMBARCADERO NORTH
2025-11-02,12:18:00,505 EMBARCADERO NORTH
2025-11-02,12:18:00,561 BEACH ST
2025-11-02,12:17:00,1543 HAIGHT ST
2025-11-02,12:16:00,563 BEACH ST
2025-11-02,12:14:00,290 ST CHARLES AVE
2025-11-02,12:14:00,598 INNES AVE
2025-11-02,12:12:00,750 ULLOA ST
2025-11-02,12:11:00,403 EMBARCADERO NORTH
2025-11-02,12:09:00,381 EMBARCADERO NORTH
2025-11-02,12:07:00,303 EMBARCADERO NORTH
2025-11-02,12:04:00,221 EMBARCADERO NORTH
2025-11-02,12:03:00,215 EMBARCADERO NORTH
2025-11-02,12:03:00,964 EDDY ST
2025-11-02,12:02:00,27 RANDOLPH ST
2025-11-02,12:02:00,964 EDDY ST
2025-11-02,12:01:00,27 RANDOLPH ST
2025-11-02,12:00:00,119 NORTH POINT ST
2025-11-02,11:59:00,18 RANDOLPH ST
2025-11-02,11:59:00,81 EMBARCADERO NORTH
2025-11-02,11:57:00,3 EMBARCADERO NORTH
2025-11-02,11:57:00,119 NORTH POINT ST
2025-11-02,11:57:00,43 EMBARCADERO NORTH
2025-11-02,11:57:00,1502 GALVEZ AVE
2025-11-02,11:55:00,31 EMBARCADERO NORTH
2025-11-02,11:53:00,4 EMBARCADERO SOUTH
2025-11-02,11:52:00,241 LOBOS ST
2025-11-02,11:52:00,2605 TAYLOR ST
2025-11-02,11:52:00,40 EMBARCADERO SOUTH
2025-11-02,11:50:00,50 EMBARCADERO SOUTH
2025-11-02,11:50:00,597 BRUNSWICK ST
2025-11-02,11:50:00,1754 REVERE AVE
2025-11-02,11:48:00,50 DRUMM ST
2025-11-02,11:46:00,298 MALLORCA WAY
2025-11-02,11:45:00,101 LOBOS ST
2025-11-02,11:44:00,101 SENECA AVE
2025-11-02,11:44:00,932 23RD ST
2025-11-02,11:44:00,70 DRUMM ST
2025-11-02,11:40:00,49 DRUMM ST
2025-11-02,11:40:00,204 EMBARCADERO SOUTH
2025-11-02,11:39:00,2580 TAYLOR ST
2025-11-02,11:38:00,70 LANGTON ST
2025-11-02,11:37:00,2203 GRANT AVE
2025-11-02,11:37:00,2570 TAYLOR ST
2025-11-02,11:36:00,40 DRUMM ST
2025-11-02,11:36:00,58 LANGTON ST
2025-11-02,11:33:00,2545 TAYLOR ST
2025-11-02,11:32:00,503 NORTH POINT ST
2025-11-02,11:32:00,108 LANGTON ST
2025-11-02,11:32:00,1579 26TH AVE
2025-11-02,11:32:00,760 NATOMA ST
2025-11-02,11:30:00,70 DRUMM ST
2025-11-02,11:29:00,503 NORTH POINT ST
2025-11-02,11:28:00,180 LANGTON ST
2025-11-02,11:27:00,230 LELAND AVE
2025-11-02,11:25:00,696 EMBARCADERO SOUTH
2025-11-02,11:25:00,1200 LEAVENWORTH ST
2025-11-02,11:24:00,501 DELTA ST
2025-11-02,11:22:00,2340 SAN JOSE AVE
2025-11-02,11:22:00,40 DRUMM ST
2025-11-02,11:21:00,2601 JONES ST
2025-11-02,11:21:00,559 BEACH ST
2025-11-02,11:19:00,2601 JONES ST
2025-11-02,11:19:00,704 EMBARCADERO SOUTH
2025-11-02,11:19:00,597 BEACH ST
2025-11-02,11:18:00,80 DRUMM ST
2025-11-02,11:18:00,90 FREELON ST
2025-11-02,11:15:00,2705 LEAVENWORTH ST
2025-11-02,11:14:00,1380 48TH AVE
2025-11-02,11:13:00,2803 LEAVENWORTH ST
2025-11-02,11:10:00,1001 PAGE ST
2025-11-02,11:09:00,1715 GREENWICH ST
2025-11-02,11:08:00,333 DIVISADERO ST
2025-11-02,11:08:00,920 GOETTINGEN ST
2025-11-02,11:04:00,875 HAIGHT ST
2025-11-02,11:04:00,22 MIGUEL ST
2025-11-02,11:02:00,2804 LEAVENWORTH ST
2025-11-02,11:02:00,22 MIGUEL ST
2025-11-02,11:02:00,407 EMBARCADERO SOUTH
2025-11-02,11:00:00,600 FELTON ST
2025-11-02,10:55:00,204 EMBARCADERO SOUTH
2025-11-02,10:49:00,124 FOLSOM ST
2025-11-02,10:49:00,399 ALLISON ST
2025-11-02,10:48:00,106 EMBARCADERO SOUTH
2025-11-02,10:48:00,126 FOLSOM ST
2025-11-02,10:48:00,2100 44TH AVE
2025-11-02,10:46:00,80 EMBARCADERO SOUTH
2025-11-02,10:46:00,234 FOLSOM ST
2025-11-02,10:45:00,268 BEACH ST
2025-11-02,10:45:00,3325 PIERCE ST
2025-11-02,10:42:00,1386 SILVER AVE
2025-11-02,10:42:00,2434 45TH AVE
2025-11-02,10:39:00,2506 MASON ST
2025-11-02,10:38:00,60 DRUMM ST
2025-11-02,10:37:00,510 FOLSOM ST
2025-11-02,10:33:00,366 NORTH POINT ST
2025-11-02,10:31:00,364 NORTH POINT ST
2025-11-02,10:31:00,20 AVILA ST
2025-11-02,10:30:00,362 NORTH POINT ST
2025-11-02,10:24:00,3490 SCOTT ST
2025-11-02,10:18:00,61 MISSION ST
2025-11-02,10:18:00,67 PAULDING ST
2025-11-02,10:14:00,30 DRUMM ST
2025-11-02,10:13:00,1804 SAN JOSE AVE
2025-11-02,10:12:00,1800 SAN JOSE AVE
2025-11-02,10:10:00,846 FRONT ST
2025-11-02,10:07:00,70 DRUMM ST
2025-11-02,10:07:00,311 TOWNSEND ST
2025-11-02,10:02:00,70 DRUMM ST
2025-11-02,09:58:00,1830 SILLIMAN ST
2025-11-02,09:53:00,3737 DIVISADERO ST
2025-11-02,09:49:00,330 UNION ST
2025-11-02,09:47:00,46 GAMBIER ST
2025-11-02,09:42:00,834 TREAT AVE
2025-11-02,09:41:00,2355 19TH AVE
2025-11-02,09:39:00,70 DRUMM ST
2025-11-02,09:36:00,906 UNION ST
2025-11-02,09:33:00,5 DRUMM ST
2025-11-02,09:32:00,27 DRUMM ST
2025-11-02,09:30:00,1564 CHESTNUT ST
2025-11-02,09:27:00,600 MYRA WAY
2025-11-02,09:13:00,60 DRUMM ST
2025-11-02,09:11:00,1458 FRANCISCO ST
2025-11-02,09:06:00,3246 17TH ST
2025-11-02,09:06:00,1333 BUSH ST
2025-11-02,09:05:00,1331 BUSH ST
2025-11-02,08:59:00,199 SUMMIT ST
2025-11-02,08:56:00,3899 ANZA AVE
2025-11-02,08:53:00,1107 MASON ST
2025-11-02,08:52:00,3801 ANZA AVE
2025-11-02,08:52:00,1107 MASON ST
2025-11-02,08:38:00,2205 PACIFIC AVE
2025-11-02,08:36:00,198 MERRILL ST
2025-11-02,08:27:00,817 FELL ST
2025-11-02,08:24:00,438 20TH AVE
2025-11-02,08:15:00,82 NAPLES ST
2025-11-02,08:12:00,371 28TH AVE
2025-11-02,08:10:00,1075 SUTTER ST
2025-11-02,08:10:00,1801 GOUGH ST
2025-11-02,08:10:00,1075 SUTTER ST
2025-11-02,08:08:00,1075 SUTTER ST
2025-11-02,08:06:00,291 PARIS ST
2025-11-02,08:05:00,3500 22ND ST
2025-11-02,08:05:00,291 PARIS ST
2025-11-02,08:03:00,2620 BALBOA ST
2025-11-02,08:03:00,1890 PINE ST
2025-11-02,07:58:00,2098 CABRILLO ST
2025-11-02,07:56:00,334 LONDON ST
2025-11-02,07:54:00,231 LONDON ST
2025-11-02,07:54:00,609 22ND AVE
2025-11-02,07:53:00,645 SAN JOSE AVE
2025-11-02,07:50:00,101 PERSIA AVE
2025-11-02,07:49:00,101 PERSIA AVE
2025-11-02,07:46:00,120 TAYLOR ST
2025-11-02,07:44:00,3350 25TH ST
2025-11-02,07:42:00,3351 25TH ST
2025-11-02,07:42:00,34 JOICE ST
2025-11-02,07:40:00,3351 25TH ST
2025-11-02,07:40:00,3351 25TH ST
2025-11-02,07:38:00,98 LAKE ST
2025-11-02,07:31:00,98 LUCKY ST
2025-11-02,07:23:00,2598 HARRISON ST
2025-11-02,07:13:00,302 02ND ST
2025-11-02,07:04:00,2604 MCALLISTER ST
2025-11-02,06:52:00,710 STEINER ST
2025-11-02,06:49:00,400 PIERCE ST
2025-11-02,06:22:00,1304 19TH ST
2025-11-02,06:19:00,1336 20TH ST
2025-11-02,06:11:00,2408 FILLMORE ST
2025-11-02,06:09:00,1990 FILLMORE ST
2025-11-02,06:09:00,448 ELLIS ST
2025-11-02,06:09:00,420 ELLIS ST
2025-11-02,06:09:00,484 ELLIS ST
2025-11-02,06:08:00,430 ELLIS ST
2025-11-02,06:07:00,405 ELLIS ST
2025-11-02,06:07:00,473 ELLIS ST
2025-11-02,06:07:00,439 ELLIS ST
